If A is -171, 59, 36, 76, then B is 26, 10.
If A is 164, -73, -3, -89, then B is 21, 16.
If A is 173, -62, -66, -44, then B is 19, 0.
If A is 52, -127, 133, -58, then B is 7, 14.
If A is -39, -69, 172, -64, then B is 21, 0.
If A is -44, 173, -65, -64, then B is 19, 0.
If A is -19, 163, -35, -109, then B is 11, 4.
If A is -65, 172, -41, -66, then B is 20, 0.
If A is -57, -63, 173, -53, then B is 0, 22.
If A is 141, -100, 48, -89, then B is 7, 20.
If A is -53, -60, 173, -60, then B is 16, 8.
If A is 167, -75, -13, -79, then B is 18, 0.
If A is 173, -48, -64, -61, then B is 16, 0.
If A is 173, -57, -58, -58, then B is 10, 0.
If A is -78, -77, -13, 167, then B is 0, 19.
If A is -53, -88, -29, 169, then B is 25, 8.
If A is 157, -84, 15, -89, then B is 17, 0.
If A is -60, -54, -59, 173, then B is 7, 6.
If A is -20, 169, -73, -76, then B is 17, 0.
If A is -77, -27, -66, 170, then B is 8, 7.
If A is -51, -59, 173, -63, then B is 18, 14.
If A is -58, 173, -58, -58, then B is 23, 0.
If A is -56, -68, -49, 173, then B is 25, 5.
If A is 173, -58, -58, -58, then B is 9, 11.
If A is 173, -59, -58, -56, then B is 6, 17.
If A is 172, -69, -63, -40, then B is 5, 17.
If A is -87, -90, 23, 154, then B is 0, 18.
If A is -66, 163, -96, -1, then B is 0, 23.
If A is -121, 143, 36, -58, then B is 0, 19.
If A is 172, -54, -42, -76, then B is 18, 0.
If A is -96, 109, -104, 91, then B is 0, 22.
If A is -76, 162, -89, 4, then B is 0, 18.
If A is -43, 173, -66, -63, then B is 21, 0.
If A is -86, -81, 6, 161, then B is 17, 8.
If A is -66, 173, -43, -63, then B is 19, 0.
If A is -61, 173, -50, -62, then B is 0, 25.
If A is -53, -56, -64, 173, then B is 15, 10.
If A is -56, -57, 173, -60, then B is 24, 0.
If A is 139, -130, -48, 38, then B is 43, 12.
If A is 168, -72, -15, -81, then B is 14, 0.
If A is -68, 96, -127, 100, then B is 8, 33.
If A is 168, -76, -14, -77, then B is 20, 0.
If A is -99, 134, 58, -94, then B is 0, 26.
If A is -21, -76, -72, 169, then B is 25, 0.
If A is 172, -80, -47, -45, then B is 18, 0.
If A is -58, -58, 173, -58, then B is 0, 30.
If A is 48, 100, 17, -165, then B is 23, 0.
If A is -134, 115, 75, -57, then B is 17, 0.
If A is -90, -93, 34, 149, then B is 6, 14.
If A is -61, 173, -62, -50, then B is 34, 18.
If A is -121, -31, -5, 156, then B is 0, 21.
If A is -43, -73, 172, -57, then B is 0, 17.
If A is -89, -105, 131, 63, then B is 0, 17.
If A is 173, -59, -58, -57, then B is 12, 0.
If A is -68, 173, -60, -44, then B is 0, 18.
If A is -26, 170, -72, -72, then B is 8, 19.
If A is -108, 26, 151, -70, then B is 0, 17.
If A is -72, -78, -19, 169, then B is 0, 16.
If A is 45, -72, -114, 141, then B is 26, 0.
If A is -66, -54, -53, 173, then B is 0, 17.
If A is 173, -54, -56, -63, then B is 16, 0.
If A is 173, -52, -60, -61, then B is 16, 0.
If A is -91, -73, 2, 162, then B is 0, 16.
If A is -77, -20, -72, 169, then B is 14, 20.
If A is 172, -60, -39, -73, then B is 21, 0.
If A is -31, -23, 163, -109, then B is 15, 7.
If A is 167, -12, -86, -69, then B is 5, 21.
If A is -23, -71, -76, 169, then B is 22, 12.
If A is -23, 159, -18, -118, then B is 19, 0.
If A is -104, -75, 28, 151, then B is 16, 9.
If A is 143, -110, -75, 42, then B is 10, 4.
If A is -58, -58, -58, 173, then B is 5, 7.
If A is 87, 112, -95, -104, then B is 9, 41.
If A is -102, -98, 98, 102, then B is 17, 0.
If A is -106, 13, -63, 157, then B is 11, 16.
If A is -74, -16, -77, 168, then B is 100, 16.
If A is -62, 169, -24, -84, then B is 18, 0.
If A is -80, -4, -80, 165, then B is 0, 12.
If A is 40, -87, -98, 145, then B is 0, 15.
If A is 77, -89, 120, -108, then B is 20, 0.
If A is 173, -57, -57, -59, then B is 12, 0.
If A is -101, 74, -96, 123, then B is 0, 17.
If A is -72, -113, 142, 43, then B is 0, 20.
If A is -58, 173, -58, -58, then B is 27, 0.
If A is 165, -9, -66, -91, then B is 12, 39.
If A is 173, -59, -68, -46, then B is 15, 0.
If A is -105, -42, -18, 164, then B is 9, 21.
If A is 74, 94, -8, -160, then B is 13, 32.
If A is -35, -110, 162, -16, then B is 22, 11.
If A is -55, 173, -63, -55, then B is 20, 0.
If A is -41, 172, -70, -61, then B is 34, 19.
If A is -73, -59, -40, 172, then B is 0, 14.
If A is 84, -121, 112, -76, then B is 0, 23.
If A is 169, -91, -48, -30, then B is 4, 8.
If A is -2, -69, 163, -93, then B is 22, 0.
If A is -92, 36, 148, -92, then B is 18, 0.
If A is -63, -46, -63, 173, then B is 0, 11.
If A is -58, 173, -58, -58, then B is 0, 28.
If A is 171, -31, -72, -68, then B is 7, 24.
If A is -102, 39, -83, 146, then B is 11, 14.
If A is 131, -78, 61, -114, then B is 17, 0.
If A is -41, 172, -64, -67, then B is 27, 0.
If A is 173, -57, -60, -55, then B is 13, 6.
If A is -76, -76, -16, 168, then B is 37, 6.
If A is -67, -44, -61, 173, then B is 0, 17.
If A is -78, -58, 171, -35, then B is 0, 23.
If A is -100, 48, 141, -88, then B is 0, 15.
If A is -87, 158, -85, 14, then B is 14, 0.
If A is 143, 44, -107, -79, then B is 15, 0.
If A is -49, -97, -20, 167, then B is 0, 21.
If A is -88, 82, -110, 116, then B is 0, 20.
If A is -49, -56, -68, 173, then B is 0, 15.
If A is -55, -39, -77, 172, then B is 4, 14.
If A is 172, -36, -75, -60, then B is 3, 8.
If A is -75, -73, -22, 169, then B is 0, 13.
If A is -60, 173, -67, -46, then B is 0, 19.
If A is -16, -78, 168, -75, then B is 27, 32.
If A is -58, 173, -52, -63, then B is 18, 0.
If A is 76, -94, -103, 121, then B is 9, 24.
If A is 167, -61, -16, -89, then B is 19, 0.
If A is -102, -30, 166, -34, then B is 13, 5.
If A is -57, -68, -47, 173, then B is 23, 5.
If A is -31, -81, -59, 170, then B is 7, 15.
If A is -23, 169, -76, -71, then B is 20, 0.
If A is -67, 172, -65, -39, then B is 0, 15.
If A is -56, -59, -58, 173, then B is 7, 14.
If A is -102, 165, -17, -46, then B is 0, 26.
If A is 136, 55, -86, -105, then B is 12, 0.
If A is 36, -113, -69, 146, then B is 12, 7.
If A is -73, 169, -76, -19, then B is 0, 15.
If A is -89, 159, -82, 13, then B is 15, 13.
If A is 173, -58, -58, -58, then B is 7, 0.
If A is -36, 172, -62, -73, then B is 17, 0.
If A is 172, -65, -66, -41, then B is 13, 30.
If A is -66, -80, 170, -24, then B is 0, 21.
If A is 25, -89, -89, 153, then B is 7, 16.
If A is -58, -59, -56, 173, then B is 31, 10.
If A is -105, -43, 164, -15, then B is 0, 18.
If A is 30, -95, -86, 151, then B is 5, 8.
If A is 173, -57, -58, -58, then B is 5, 12.
If A is -56, -59, -58, 173, then B is 25, 6.
If A is -93, 44, 143, -94, then B is 0, 21.
If A is -66, -42, 172, -65, then B is 0, 25.
If A is -105, -94, 86, 113, then B is 0, 14.
If A is 3, -103, 161, -60, then B is 20, 0.
If A is 16, 149, -127, -38, then B is 0, 23.
If A is 160, -113, -8, -39, then B is 11, 8.
If A is 130, -97, -98, 65, then B is 8, 6.
If A is -61, -83, 169, -25, then B is 0, 27.
If A is -51, 173, -64, -57, then B is 20, 0.
If A is -57, 173, -57, -59, then B is 18, 0.
If A is -53, -65, -55, 173, then B is 15, 7.
If A is 50, 32, 88, -170, then B is 16, 0.
If A is -53, 173, -61, -59, then B is 0, 21.
If A is -73, 167, -82, -11, then B is 6, 10.
If A is -57, 173, -59, -58, then B is 24, 0.
If A is -57, -59, 173, -58, then B is 16, 0.
If A is -63, -56, 173, -54, then B is 0, 21.
If A is -47, -59, -66, 173, then B is 0, 15.
If A is -99, -101, 96, 103, then B is 0, 11.
If A is -103, 135, -89, 57, then B is 0, 16.
If A is -122, 96, 101, -75, then B is 0, 26.
If A is -56, 173, -60, -58, then B is 18, 0.
If A is -73, 146, 37, -110, then B is 27, 18.
If A is -55, -62, -57, 173, then B is 9, 12.
If A is 158, -88, 15, -84, then B is 18, 0.
If A is -57, -50, -66, 173, then B is 17, 8.
If A is -51, -87, 170, -32, then B is 21, 0.
If A is -69, -24, -77, 170, then B is 0, 15.
If A is -124, -33, 154, 3, then B is 0, 23.
If A is -58, -64, 173, -51, then B is 0, 21.
If A is -67, -38, -67, 172, then B is 0, 14.
If A is -58, 173, -58, -57, then B is 0, 19.
If A is -63, 173, -66, -44, then B is 19, 0.
If A is -56, 172, -41, -75, then B is 19, 0.
If A is 135, -121, -67, 53, then B is 41, 10.
If A is -80, 91, -117, 107, then B is 45, 19.
If A is -85, -106, 55, 136, then B is 30, 7.
If A is -47, 172, -79, -45, then B is 16, 0.
If A is -60, 171, -32, -79, then B is 19, 0.
If A is 118, -94, 80, -104, then B is 26, 13.
If A is -62, -47, 173, -64, then B is 0, 28.
If A is 173, -62, -48, -63, then B is 10, 21.
If A is 171, -31, -68, -72, then B is 11, 0.
If A is 172, -40, -63, -69, then B is 17, 36.
If A is -61, -60, 173, -53, then B is 0, 15.
If A is -58, 173, -58, -57, then B is 18, 0.
If A is -73, 126, 66, -120, then B is 19, 0.
If A is -60, 173, -58, -55, then B is 0, 23.
If A is -58, -57, 173, -58, then B is 0, 25.
If A is 23, 150, -117, -56, then B is 18, 0.
If A is -54, 173, -59, -60, then B is 23, 0.
If A is -58, 173, -58, -58, then B is 0, 20.
If A is -125, 16, 150, -41, then B is 0, 23.
If A is 168, -83, -19, -67, then B is 18, 6.
If A is -59, -65, -50, 173, then B is 0, 18.
If A is 169, -39, -92, -38, then B is 13, 40.
If A is -73, 170, -23, -73, then B is 0, 21.
If A is 173, -56, -68, -49, then B is 11, 17.
If A is 54, 128, -46, -136, then B is 7, 15.
If A is -63, 173, -65, -44, then B is 0, 21.
If A is -86, 9, 160, -83, then B is 23, 0.
If A is 86, -100, -99, 113, then B is 20, 0.
If A is -75, -122, 96, 102, then B is 11, 19.
If A is 143, 45, -91, -97, then B is 17, 0.
If A is 60, 59, -173, 54, then B is 11, 31.
If A is 163, 1, -75, -89, then B is 16, 0.
If A is -52, -50, 173, -70, then B is 8, 15.
If A is -56, -58, 173, -60, then B is 16, 0.
If A is -73, 172, -46, -53, then B is 0, 22.
If A is -44, 169, -92, -33, then B is 26, 37.
If A is -26, -60, 169, -84, then B is 14, 0.
If A is -1, 164, -80, -83, then B is 9, 21.
If A is -124, 46, -60, 138, then B is 0, 16.
If A is 8, 146, -136, -18, then B is 10, 8.
If A is -78, -75, -14, 168, then B is 0, 15.
If A is 137, -99, 55, -92, then B is 18, 0.
If A is 173, -63, -60, -50, then B is 7, 4.
If A is 171, -39, -51, -81, then B is 17, 0.
If A is 165, -101, -50, -14, then B is 22, 0.
If A is -50, -55, -67, 173, then B is 9, 10.
If A is -30, 171, -69, -72, then B is 20, 0.
If A is -103, 146, 37, -81, then B is 20, 0.
If A is -81, 8, -88, 160, then B is 42, 6.
If A is -47, -94, -27, 168, then B is 0, 18.
If A is -103, 110, 89, -97, then B is 0, 24.
If A is 173, -61, -56, -57, then B is 7, 7.
If A is -65, -40, 172, -67, then B is 24, 0.
If A is 173, -58, -58, -56, then B is 6, 8.
If A is 170, -62, -29, -79, then B is 19, 0.
If A is -69, -33, 171, -69, then B is 22, 0.
If A is 153, 18, -115, -55, then B is 19, 0.
If A is -65, -35, -71, 172, then B is 0, 19.
If A is -48, -78, -47, 172, then B is 0, 17.
If A is -55, 173, -56, -62, then B is 24, 0.
If A is -59, 173, -59, -55, then B is 0, 14.
If A is -11, 165, -62, -93, then B is 19, 0.
If A is 20, 151, -118, -53, then B is 0, 13.
If A is -137, 45, -40, 133, then B is 0, 20.
If A is -8, 144, -138, 2, then B is 12, 26.
If A is 74, -129, 118, -63, then B is 13, 15.
If A is -49, -65, 173, -59, then B is 23, 23.
If A is -87, -42, -41, 170, then B is 9, 19.
If A is -82, -59, -28, 170, then B is 12, 13.
If A is -61, 173, -51, -61, then B is 0, 22.
If A is -90, -70, 164, -4, then B is 17, 9.
If A is -83, 145, -103, 41, then B is 12, 33.
If A is 1, -90, 163, -74, then B is 22, 0.
If A is -138, -34, 37, 135, then B is 32, 22.
If A is 161, -85, 5, -82, then B is 18, 0.
If A is -149, 128, 36, -14, then B is 0, 16.
If A is 161, -71, -94, 5, then B is 16, 18.
If A is 173, -66, -48, -59, then B is 10, 22.
If A is -43, 172, -71, -58, then B is 23, 0.
If A is -82, 170, -26, -62, then B is 23, 0.
If A is -101, 140, -88, 50, then B is 0, 21.
If A is -126, 61, 128, -63, then B is 0, 17.
If A is -94, -105, 117, 81, then B is 0, 23.
If A is -77, 167, -13, -77, then B is 28, 0.
If A is -72, 42, -113, 143, then B is 0, 20.
If A is -63, -66, -43, 173, then B is 22, 9.
If A is 12, -93, -78, 159, then B is 5, 10.
If A is -63, 173, -59, -51, then B is 0, 18.
If A is 105, 93, -114, -85, then B is 25, 0.
If A is -24, 167, -97, -47, then B is 21, 0.
If A is 172, -42, -70, -60, then B is 11, 11.
If A is -58, -45, 173, -70, then B is 13, 29.
If A is -58, -59, 173, -57, then B is 0, 27.
If A is 100, -100, 100, -100, then B is 13, 34.
If A is -120, 94, -77, 104, then B is 9, 59.
If A is 66, 124, -60, -130, then B is 16, 0.
If A is -80, -60, -31, 171, then B is 0, 22.
If A is 55, -81, 136, -110, then B is 10, 16.
If A is -74, -49, -49, 172, then B is 13, 22.
If A is 172, -64, -41, -68, then B is 12, 0.
If A is -56, -48, 173, -68, then B is 0, 23.
If A is -64, 173, -57, -53, then B is 21, 0.
If A is -31, 171, -59, -80, then B is 25, 0.
If A is -49, -53, -70, 173, then B is 12, 11.
If A is -60, 32, -118, 146, then B is 18, 7.
If A is -82, 59, -110, 133, then B is 0, 18.
If A is -56, -116, 21, 151, then B is 9, 29.
If A is -71, 169, -20, -78, then B is 23, 0.
If A is -91, -99, 139, 50, then B is 0, 30.
If A is -85, 162, 5, -82, then B is 0, 27.
If A is -50, -84, 171, -36, then B is 26, 0.
If A is 173, -52, -63, -58, then B is 16, 0.
If A is -61, -53, 173, -59, then B is 0, 18.
If A is -102, -77, 28, 151, then B is 0, 21.
If A is -62, 57, 131, -125, then B is 43, 12.
If A is -57, -59, -57, 173, then B is 9, 3.
If A is -94, 160, 9, -74, then B is 0, 21.
If A is -1, -161, 104, 58, then B is 20, 13.
If A is 173, -48, -62, -63, then B is 12, 0.
If A is -103, 40, -81, 145, then B is 0, 13.
If A is -67, 172, -64, -41, then B is 0, 15.
If A is -59, 173, -59, -55, then B is 0, 24.
If A is 173, -61, -61, -52, then B is 4, 16.
If A is 161, 6, -93, -73, then B is 22, 0.
If A is -63, -60, -50, 173, then B is 0, 12.
If A is 169, -89, -51, -28, then B is 0, 24.
If A is 173, -61, -62, -51, then B is 9, 11.
If A is -61, -50, -62, 173, then B is 0, 15.
If A is -21, -102, -42, 165, then B is 33, 9.
If A is -68, -37, -67, 172, then B is 6, 28.
If A is -23, -123, -9, 155, then B is 7, 6.
If A is -56, -63, -54, 173, then B is 0, 19.
If A is 172, -68, -43, -62, then B is 9, 17.
If A is -99, 16, 156, -73, then B is 23, 7.
If A is 173, -60, -59, -54, then B is 16, 7.
If A is -60, 173, -57, -56, then B is 20, 0.
If A is -49, -61, 173, -63, then B is 15, 0.
If A is 161, -84, -84, 7, then B is 21, 0.
If A is -110, 107, -89, 92, then B is 0, 19.
If A is -59, -63, -52, 173, then B is 0, 13.
If A is -64, -62, 173, -46, then B is 0, 22.
If A is -115, 141, 44, -71, then B is 0, 23.
If A is -57, 173, -63, -53, then B is 0, 21.
If A is -100, -100, 108, 92, then B is 5, 12.
If A is -59, -80, 171, -32, then B is 29, 11.
If A is -57, -53, -63, 173, then B is 11, 6.
If A is 16, 11, -154, 127, then B is 8, 20.
If A is 167, -89, -13, -64, then B is 22, 0.
If A is -59, -60, 173, -55, then B is 0, 25.
If A is -63, 98, 96, -131, then B is 0, 22.
If A is 105, 59, -5, -159, then B is 16, 0.
If A is 172, -73, -60, -38, then B is 20, 0.
If A is 9, -85, 160, -84, then B is 9, 8.
If A is -12, 167, -77, -78, then B is 12, 0.
If A is -65, 171, -31, -75, then B is 20, 0.
If A is 173, -57, -57, -60, then B is 12, 0.
If A is -81, -85, 162, 3, then B is 8, 31.
If A is 65, -144, 117, -39, then B is 15, 19.
If A is -51, -9, 163, -104, then B is 27, 22.
If A is 167, -38, -99, -29, then B is 8, 31.
If A is -57, -58, -58, 173, then B is 0, 11.
If A is 40, -146, 129, -23, then B is 15, 0.
If A is -65, -65, 173, -43, then B is 0, 18.
If A is 41, -58, 141, -123, then B is 0, 20.
If A is 115, 68, -143, -39, then B is 24, 10.
If A is -59, -61, -53, 173, then B is 38, 12.
If A is 98, 100, -120, -78, then B is 26, 0.
If A is 173, -60, -56, -57, then B is 9, 17.
If A is -42, -144, 97, 90, then B is 12, 8.
If A is 95, -161, 72, -6, then B is 0, 18.
If A is 27, -78, -101, 152, then B is 20, 0.
If A is -39, 51, 128, -140, then B is 7, 14.
If A is -60, -48, -65, 173, then B is 0, 11.
If A is -92, 155, -85, 21, then B is 18, 20.
If A is -67, -27, 170, -76, then B is 0, 19.
If A is 171, -65, -29, -76, then B is 12, 0.
If A is 150, -130, -27, 7, then B is 43, 8.
If A is -62, 173, -63, -48, then B is 16, 0.
If A is 4, 161, -98, -67, then B is 20, 0.
If A is -1, -67, -95, 163, then B is 14, 25.
If A is -50, -61, 173, -62, then B is 22, 0.
If A is 11, -143, -7, 139, then B is 0, 27.
If A is -111, -87, 82, 116, then B is 20, 0.
If A is -90, -93, 149, 34, then B is 0, 21.
If A is 46, -101, -87, 142, then B is 23, 15.
If A is 125, -123, 66, -69, then B is 29, 16.
If A is -152, 56, 116, -20, then B is 0, 17.
If A is -111, -64, 25, 151, then B is 0, 19.
If A is -120, 150, 22, -52, then B is 20, 7.
If A is 173, -58, -58, -58, then B is 6, 9.
If A is 173, -55, -49, -69, then B is 7, 14.
If A is -64, -45, -64, 173, then B is 6, 8.
If A is 173, -57, -63, -52, then B is 9, 10.
If A is -25, 169, -82, -63, then B is 20, 0.
If A is -63, 173, -64, -46, then B is 0, 15.
If A is -23, 169, -77, -70, then B is 22, 0.
If A is 128, 67, -106, -89, then B is 15, 0.
If A is -99, 115, -100, 84, then B is 0, 13.
If A is 171, -31, -72, -68, then B is 19, 0.
If A is -61, -71, -41, 172, then B is 26, 15.
If A is -11, -43, 162, -108, then B is 0, 18.
If A is 149, -89, -93, 33, then B is 15, 0.
If A is -61, -62, -50, 173, then B is 0, 13.
If A is -50, -66, -57, 173, then B is 14, 8.
If A is 119, -57, 70, -133, then B is 19, 0.
If A is 172, -39, -70, -63, then B is 33, 15.
If A is -35, 172, -71, -66, then B is 16, 10.
If A is -62, -49, 173, -62, then B is 20, 0.
If A is -66, 173, -61, -46, then B is 0, 20.
If A is -98, -94, 134, 58, then B is 17, 8.
If A is -123, -37, 153, 7, then B is 0, 20.
If A is -68, -68, 172, -35, then B is 24, 20.
If A is -25, -73, -72, 170, then B is 5, 19.
If A is -49, 173, -58, -66, then B is 26, 0.
If A is -88, 136, -103, 55, then B is 0, 18.
If A is -53, -71, -48, 173, then B is 0, 15.
If A is -61, -62, 173, -50, then B is 24, 0.
If A is -110, -89, 114, 84, then B is 0, 15.
If A is -65, -53, 173, -55, then B is 0, 22.
If A is -82, 164, -1, -81, then B is 29, 0.
If A is 110, -104, 89, -95, then B is 0, 22.
If A is -65, -43, -65, 172, then B is 0, 13.
If A is -64, -66, -43, 172, then B is 14, 11.
If A is -32, -57, -82, 170, then B is 4, 18.
If A is -101, 106, 93, -98, then B is 0, 32.
If A is -113, 70, 125, -82, then B is 0, 20.
If A is -85, 141, -104, 47, then B is 42, 22.
If A is -77, 161, 6, -90, then B is 26, 0.
If A is -55, -61, -57, 173, then B is 7, 12.
If A is -68, -46, 173, -58, then B is 0, 20.
If A is 128, -134, -49, 55, then B is 18, 0.
If A is -58, -58, 173, -58, then B is 0, 15.
If A is -57, -13, 166, -96, then B is 23, 0.
If A is -81, -38, -53, 171, then B is 0, 13.
If A is -59, -52, 173, -62, then B is 20, 0.
If A is -43, 113, -142, 73, then B is 17, 11.
If A is -88, -86, 157, 17, then B is 0, 25.
If A is -66, -61, 173, -45, then B is 0, 17.
If A is 165, -78, -81, -6, then B is 13, 0.
If A is -69, -37, -66, 172, then B is 0, 11.
If A is 155, -79, 20, -97, then B is 13, 0.
If A is -82, -80, -2, 164, then B is 6, 7.
If A is -58, 173, -58, -58, then B is 23, 0.
If A is -78, 168, -16, -74, then B is 21, 0.
If A is -68, -71, -33, 171, then B is 0, 18.
If A is -57, -55, -60, 173, then B is 0, 14.
If A is -89, -12, 166, -65, then B is 0, 25.
If A is -12, -82, -73, 167, then B is 21, 8.
If A is -59, -57, -57, 173, then B is 0, 11.
If A is -145, -41, 98, 88, then B is 0, 20.
If A is -43, -38, 170, -88, then B is 9, 5.
If A is -52, 173, -61, -60, then B is 14, 0.
If A is -57, -58, 173, -58, then B is 18, 0.
If A is -59, 71, 119, -132, then B is 0, 20.
If A is 132, -82, -110, 60, then B is 11, 11.
If A is -59, 173, -52, -63, then B is 21, 0.
If A is 119, -99, 79, -99, then B is 14, 6.
If A is -62, 173, -49, -62, then B is 33, 0.
If A is 151, -85, 30, -96, then B is 16, 0.
If A is 15, 155, -59, -111, then B is 0, 18.
If A is -107, -82, 51, 139, then B is 0, 18.
If A is 18, -45, 150, -123, then B is 11, 26.
If A is -128, 123, 67, -63, then B is 28, 0.
If A is -111, -18, -34, 162, then B is 0, 20.
If A is -102, -79, 149, 32, then B is 0, 19.
If A is -107, 45, -81, 142, then B is 0, 17.
If A is -99, -94, 61, 133, then B is 21, 10.
If A is -53, 173, -59, -61, then B is 17, 0.
If A is -32, -109, 163, -22, then B is 28, 6.
If A is -62, -57, -54, 173, then B is 0, 14.
If A is 54, -92, -99, 137, then B is 45, 12.
If A is 173, -60, -52, -61, then B is 14, 0.
If A is 140, 48, -109, -79, then B is 20, 8.
If A is -65, 173, -43, -64, then B is 11, 6.
If A is -83, -58, 170, -30, then B is 0, 15.
If A is -59, -58, -56, 173, then B is 5, 12.
If A is -58, -70, 173, -45, then B is 0, 19.
If A is -60, -61, 173, -53, then B is 0, 12.
If A is -100, 88, 112, -99, then B is 16, 13.
If A is 53, -105, 137, -85, then B is 20, 0.
If A is -83, -12, 167, -72, then B is 0, 19.
If A is -24, -96, -47, 167, then B is 14, 7.
If A is 173, -53, -64, -56, then B is 15, 0.
If A is -70, 170, -24, -75, then B is 0, 23.
If A is -59, 173, -54, -60, then B is 21, 0.
If A is -76, 172, -56, -40, then B is 0, 21.
If A is 159, 3, -108, -54, then B is 16, 0.
If A is -55, -59, -60, 173, then B is 10, 7.
If A is 171, -63, -31, -77, then B is 39, 16.
If A is -83, -13, -70, 167, then B is 0, 19.
If A is -56, 173, -56, -61, then B is 26, 0.
If A is -57, -58, 173, -58, then B is 24, 0.
If A is -79, -4, 164, -82, then B is 0, 27.
If A is -62, -58, 173, -54, then B is 0, 19.
If A is 158, 14, -80, -91, then B is 6, 11.
If A is -59, 173, -59, -55, then B is 23, 0.
If A is -107, 125, 71, -89, then B is 22, 0.
If A is -41, 148, -127, 21, then B is 10, 8.
If A is -44, -64, -64, 173, then B is 3, 4.
If A is -59, 173, -55, -59, then B is 0, 25.
If A is -93, -100, 60, 133, then B is 10, 10.
If A is 168, -17, -80, -71, then B is 16, 0.
If A is -12, 167, -80, -75, then B is 10, 46.
If A is 3, -84, -82, 162, then B is 8, 7.
If A is -81, -13, -72, 167, then B is 6, 10.
If A is -35, 171, -60, -77, then B is 0, 18.
If A is -24, 93, -154, 84, then B is 19, 8.
If A is -71, 172, -40, -61, then B is 43, 15.
If A is 173, -61, -46, -66, then B is 18, 0.
If A is 173, -58, -58, -57, then B is 3, 5.
If A is -86, -21, -61, 168, then B is 0, 22.
If A is 21, -85, 155, -91, then B is 16, 0.
If A is -72, -62, 172, -38, then B is 0, 20.
If A is -44, -66, 173, -63, then B is 26, 12.
If A is 171, -32, -68, -71, then B is 10, 20.
If A is -51, 173, -56, -67, then B is 25, 0.
If A is 171, -79, -30, -61, then B is 15, 0.
